name, birth_loc, pocc, marriage, lastname
Perkins John,,,,John
Udney Robert ,,,,Robert
Ellis Francis ,England,,,Francis
Stratton Andrew ,,,,Andrew
Samways Charles ,England,,,Charles
Hardy Robert,,,,Robert
Howden John ,England,,,John
Denton Thomas ,England,,,Thomas
Boys Richard , England,,,Richard
Cooper Hugh,,,,Hugh
Burrish George Luke,,,,George
Green William,,,,William
Simoens Jeronimo,,,,Jeronimo
Martin John P,,,,John
Cornwallis Henry,,,,Henry
Bellamy Charles P,,,,Charles
Woolley Richard,,,,Richard
Mathewson Thomas,,,,Thomas
Graham Henry,,,,Henry
Roberts W C,,,,W
Nicholson William,,,,William
Duncan James,,,,James
Leigh Henry , St Mary's Lambeth Surrey,,,Henry
Ballantyne Ninian,,,,Ninian
Middleton Thomas ,,,,Thomas
Nunn Robert,,,,Robert
Bruce John ,,,,John
Everest Tristram,,,,Tristram
Fox Robert,,,,Robert
Ewen Richard Buckingham , Margate Kent,,,Richard
Benson John,,,,John
Musson Telemachus , St George's Bermuda,mariner,m 19 Jul 1817 St Marylebone= London= Maria Bell Telemachus Gile bap 3 Nov 1819,Telemachus
Hobbs Nathaniel,,,,Nathaniel
Doran Edmund ,,,,Edmund
Townsend William,,,,William
Ravenscroft Charles,,,,Charles
Way Thomas ,,,,Thomas
Whitcombe Thomas,,,,Thomas
Jamieson Hemy , Montrose Forfar,,,Hemy
Harmer or Harman Samuel ,,,,or
Bridges William,,,,William
Ashmore Samuel,,,,Samuel
Young William B,,,,William
Stedman John,,,,John
Richardson Joseph,,,,Joseph
Crane Samuel,,,,Samuel
Beare William ,,,,William
Innes Henry Crooke ,Scotland,,,Henry
Semple Thomas K,,,,Thomas
Biddulph John , Colwell Herefords,esq,,John
Tanner Nathaniel,,,,Nathaniel
Scott James,,,,James
Hardyman William Henry , Basingstoke Hants,esq,,William
Vicar Langhorn Joshua , Brampton Westmorland,rev,,Langhorn
Barclay Joseph,,,,Joseph
Davies George,,,,George
Sampson Christopher ,,,,Christopher
Peters Henry ,,,,Henry
Horsburgh James,,,,James
Siddall Robert,,,,Robert
Thomas William,,,,William
Salt Matthew,,,,Matthew
Sandilands James , Mid Calder Midlothian,capt,,James
Holden Thomas,,,,Thomas
Wytch Benjamin,,,,Benjamin
Westerburg John,,,,John
Morris Hugh,,,,Hugh
Ruherford George,,,,George
Dorset Thomas ,,,,Thomas
Sinclair John C,,,,John
Cleverly Osmund , Valenciennes,physician (prisoner of war),,Osmund
Spriggs Robert,,,,Robert
Laing or Lang Alexander ,England,,,or
Bethune George,,,,George
Lee George Stewart,,,,George
Agnew John,,,,John
Ricketts Thomas , St James's Piccadilly London,,,Thomas
Leath Thomas Rand , Acle Norfolk,,,Thomas
Parrott Abraham ,,,,Abraham
Sunderland Patrick,,,,Patrick
Kirkwood Andrew ,,,,Andrew
Bucket Isaac,,,,Isaac
Davison Richard,,,,Richard
Elking Henry ,,,,Henry
Norris Richard,,,,Richard
Smallwood Thomas,,,,Thomas
Freeman Nathaniel,,,,Nathaniel
Pickering Peter ,,,,Peter
Fortnom Thomas William , Calcutta,,,Thomas
Williams Stephen , 5th,Charminster of Dorset,m Charlotte dau of Rev Sir Hadley d'Oyly= 5th Bart= rector of Wotton & Felixstowe,Stephen
Shanks Alexander,,,,Alexander
Murray John,,,,John
Freeman Keeling,,,,Keeling
Hine John ,England,,,John
Emmett Graham,,,,Graham
Head James ,,,,James
Chinamant John,,,,John
Adams Joseph,,,,Joseph
Moore Ross ,,,,Ross
Chace Samuel Rodman,,,,Samuel
Robertson Andrew , Aberdeen,esq,,Andrew
Alcock John ,England,,,John
Hale Henry ,England,esq,,Henry
Giddis James,,,,James
Heath John,,,,John
Barber Charles,,,,Charles
Hollamby Benjamin,,,,Benjamin
Wright David,,,,David
Tudor Francis E,,,,Francis
Kelly Ellis,,,,Ellis
Dobinson Robert,,,,Robert
Weston William,,,,William
Moring James , Twyford Hants,,,James
Wilrnot John,,,,John
Burslem Philip,,,,Philip
Harnage George,,,,George
Hardie Brice,,,,Brice
Bristow David,,,,David
Law Charles ,,,,Charles
Rawstorne C S,,,,C
Hayward John,,,,John
Shaw David,,,,David
Comely William,,,,William
Grassick Donald , Foggymill Strathdon Aberdeens,,,Donald
Galiard John,,,,John
Middleton Lloyd,,,,Lloyd
Skinner Hercules,,,,Hercules
Bowes or Bowers John , England,,,or
Mapletoft Richard,,,,Richard
Allen Robert,,,,Robert
Smart Whitmore,,,,Whitmore
Orton George Anthony ,England,,,George
Perry Colin ,,,,Colin
Topping Timothy , St Clement Danes London,esq,,Timothy
Bullock Josiah,,,,Josiah
Orr James,,,,James
Lawton Henry,,,,Henry
Sharpe Philip ,England,,,Philip
Pritchard James,,,,James
Blair William,,,,William
Smith Anchor B,,,,Anchor
Edenborough Henry , Tottenham Middx,gent,,Henry
Circuit Job,,,,Job
McCormack James,,,,James
Sexton James , Nettlestead Suffolk,,m 25 May 1824 St Mary's= Newington= Surrey= Sarah Briggs James Muddle b 14 Jun 1826 Laura Louisa b 28 Feb 1832 Ellen Susan b 16 Dec 1834,James
Jameson Peter,,,,Peter
Halkett Henry , Pitfern Fife,,,Henry
Auld James,,,,James
Pinkston Fleming,,,,Fleming
Bagshaw Joshua,,,,Joshua
Haffey William ,Ireland,,,William
Churchill Henry ,England,,,Henry
Woolfe Jacob,,,,Jacob
Johnston Alexander Lawrie , Cumlurg Isle of Man,,,Alexander
Leyton Robert,,,,Robert
Upton William , Oving Sussex,,,William
Salter Charles H,,,,Charles
Brown John A,,,,John
Le Cocq Anthony,,,,Cocq
Learmont John,,,,John
Walker David,,,,David
Godwin Thomas,,,,Thomas
Masson James,,,,James
Harrison Benjamin Law ,,,,Benjamin
Smith Daniel,,,,Daniel
Winchurst Thomas,,,,Thomas
Upham James,,,,James
Pierce or Pearce Thomas Burston , Kingston_upon_Thames,Capt,,or
West Benjamin , pa St Stephen's Walbrook London,,,Benjamin
Butler Robert Henry , St Andrew Undershaft London,,,Robert
Smith Joseph,,,,Joseph
Gregory Theophilus,,,,Theophilus
Morris Peter,,,,Peter
Serle Isaac,,,,Isaac
Armstrong William,,,,William
Grove George ,England,,,George
Hockeridge William,,,,William
Benison John,,,,John
Dolman Thomas,,,,Thomas
Barker John,,,,John
Holl Robert,,,,Robert
Plowman George ,,,,George
Bostock Ellis,,,,Ellis
Howson Richard ,England,,,Richard
Twigg Joseph , St Augustine's London,,,Joseph
Buck Job,,,,Job
Dennison John , Scotland,,,John
Mason William,,,,William
Beatson Patrick ,North Leith,shipMaster,,Patrick
Beckie Hugh ,,,,Hugh
Reed George , Plumstead Kent,,,George
Beach Charles,,,,Charles
Luck William,,,,William
Oswald Thomas,,,,Thomas
Campbell Alexander,,,,Alexander
Marshall George,,,,George
Alcock James,,,,James
Harvey Robert Rogers (18 13_), Dunster Somerset,,,Robert
Fenner John Ludd,,,,John
Reilly Bernard ,,,,Bernard
Howlett Martin,,,,Martin
Rutter George,,,,George
Ting Francis,,,,Francis
Benson Henry , St Alphage's pa Canterbury,Rev,,Henry
Howe Thomas,,,,Thomas
Pearson Robert,,,,Robert
Carnegie Thomas ,,,,Thomas
Dyce Andrew,,,,Andrew
Bagley RP,,,,RP
Preston Robert,,,,Robert
Tolson Joseph,,,,Joseph
Laughton George,,,,George
Stewart Robert ,,,,Robert
Edye John , Welshpool Montgomery,,,John
Beversham James,,,,James
Winchlow George Thomas,,,,George
Dolnuss Martin,,,,Martin
Molyneux Matthew,,,,Matthew
Raymond Hugh,,,,Hugh
Kennett Benjamin,,,,Benjamin
Robertson Thomas ,Scotland,,,Thomas
Wallace William Augustus , Belfast,,,William
Tyler Henry,,,,Henry
Dailey Andrew,,,,Andrew
Weldon George,,,,George
Palmer John A,,,,John
Hutchins James ,England,,,James
Spry William,,,,William
Patrickson Thomas,,,,Thomas
Walsby John ,England,,,John
Lynch Francis ,Ireland,,,Francis
Swanley Robert,,,,Robert
Bremner William,,,,William
Florence Nathaniel ,,,,Nathaniel
Thorns Thomas , Scotland,,,Thomas
Roper William , St Martin_in_the_Fields London,,,William
Stewart John ,Scotland,,,John
Bush Thomas Eccles , St Olave's Hart St London,,,Thomas
Reddall Henry,,,,Henry
Card Richard , St George's Hanover Sq London,,,Richard
Burn Thomas Daniel , St Paul's Deptford,labourer,,Thomas
Halliburton Edward,,,,Edward
Dunn William,,,,William
Collen Henry G,,,,Henry
Grey Robert,,,,Robert
McWilliams Thomas S,,,,Thomas
Huckersley Thomas ,,,,Thomas
Charters William Henry ,,,,William
Gooch John Burton , Catton Norfolk,,,John
Wright Daniel ,,,,Daniel
Dudman James , England,,,James
Cadmore William,,,,William
Knightley Richard,,,,Richard
Hird William ,,,,William
Jenkyns Francis , St Ives Cornwall,,,Francis
Harrison Edmund ,,,,Edmund
Raine Thomas,,,,Thomas
Stevenson Hugh , Sunderland co Durham,,,Hugh
Ortt Richard , Castle St Southwark,,,Richard
Garnault Joseph , Christ Church Middx,,,Joseph
Dalgaro James,,,,James
Corner Isaac,,,,Isaac
Line John,,,,John
Tucker Thomas ,,,,Thomas
Robertson Robert Henry , Perth,,,Robert
Hallett John,,,,John
Saunders Charles ,,,,Charles
Todd James ,Scotland,,,James
Campbell William,,,,William
Parkers George Reeks , England,,,George
Jewell William,,,,William
Baldy Thomas Douglas,,,,Thomas
Eddes William,,,,William
Mortimer Charles,,,,Charles
Hodges Francis,,,,Francis
Gilbertson Frederick,,,,Frederick
Coates Joseph , Berkeley Sq Bristol,,,Joseph
Norman John,,,,John
Peartree Bartholomew,,,,Bartholomew
Pulham William , StDunstan's Stepney London,,,William
Johnson Francis,,,,Francis
Lloyd Rees,,,,Rees
Wuff Elias,,,,Elias
Ansley Fenwick,,,,Fenwick
Wright William , St Marylebone London,,,William
De Gruchy James,,,,Gruchy
Adams James,,,,James
Pennell Henry,,,,Henry
Anderson Charles,,,,Charles
Hutchins or Hutchings John Sparke , Brixham Devon,rev,,or
Chappell Benjamin ,,,,Benjamin
Mitchell Alexander ,,,,Alexander
Cock Thomas , St Dunstan's Stepney London,biscuit baker,,Thomas
Nash Edward,,,,Edward
Seale Robert ,,,,Robert
Prestwich Edward,,,,Edward
Tomlins Alfred , St Mary's Lambeth,,,Alfred
Kitson John,,,,John
Freeman Fielder ,,,,Fielder
Black James,,,,James
Vian John,,,,John
Lynch Edward,,,,Edward
Lucas A B ,,,,A
Hoskins William ,,,,William
Hollingsworth Thomas,,,,Thomas
Burgh _?_,,,,_?_
Butler John Chopin ,,,,John
Coverdale John,,,,John
Birch Edward ,,,,Edward
Cudmore John,,,,John
Russ John ,,,,John
Collins Robert,,,,Robert
Lockhart Robert , Glasgow,rev= Dr,,Robert
Jarman George Greenway , England,,,George
Martin R G,,,,R
Willis Thomas,,,,Thomas
Wynne Peter,,,,Peter
Dickinson William,,,m 11 Jun 1829 St Mary's= Newington= Surrey= Mary Eliza Mix William bap 30 Jun 1830 Anne b 25 Mar 1832,William
Prettyman Richard,,,,Richard
Roberts George B,,,,George
Francklin or Franklin Richard , St James' Piccadilly London,,,or
Jones John Francis ,,,,John
Telfer Hugh,,,,Hugh
Logie Alexander ,,,,Alexander
Bowen Lewis,,,,Lewis
Bishop Gians,,,,Gians
Adams Bartholomew,,,,Bartholomew
Rust John,,,,John
Alms J Martin B,,,,J
Nevin Andrew ,America,,,Andrew
Benson William Earl,,,,William
Davidson Thomas , Aberdour Fife,,,Thomas
Laverick Charles,,,,Charles
Walker Alexander,,,,Alexander
Tickle James,,,,James
Aldridge Thomas,,,,Thomas
Hamilton Alexander , East Monkland Lanarks,esq,,Alexander
Owen Edward,,,,Edward
Stanton Gervase,,,,Gervase
Hay James ,Scotland,,,James
Shank Thomas,,,,Thomas
Shepherd William , Paddington London,,,William
White William , Ide Devon,,,William
Brumfield Thomas , St Lawrence Jewry London,,,Thomas
Melhuish John,,,,John
Lennox James,,,,James
Burnyeat Philip , Lorton Cumberland,,,Philip
Mills Abraham,,,,Abraham
Shackles Mathew,,,,Mathew
Elkington Thomas ,,,,Thomas
Skyrwin Charles,,,,Charles
Yates Charles,,,,Charles
Elliot John,,,,John
Errington Thomas ,,,,Thomas
Thorold Charles,,,,Charles
Winter Jeffery ,,,,Jeffery
Harriman Edward , Workington Cumberland,,,Edward
Pinder Richard,,,,Richard
Gibbs John,,,,John
Salter John,,,,John
Barrell Charles,,,,Charles
French Dominick ,Ireland,,,Dominick
Hart Robert,,,,Robert
Dunlop John,,,,John
Bowman John,,,,John
Ward David James , Bengal,,,David
Wilson Edward,,,,Edward
Perry G N,,,,G
Hayward or Havard John ,,,,or
Smith Charles,,,,Charles
Mann John,,,,John
Knutton Thomas,,,,Thomas
Colquhoun Richard,,,,Richard
Goldie Robert ,Scotland,,,Robert
Barnett John Park , Tower of London Chapel,,,John
Quintin John ,,,,John
Daniell Francis , Bovey Tracey Devon,,,Francis
Ogilvie David,,,,David
Reeves John,,,,John
Haggard John,,,,John
Sheen C H,,,,C
Shaw William Henry,,,,William
Philpott George,,,,George
Santon Thomas,,,,Thomas
Troke George ,,,,George
Stewart J S,,,,J
Colliding or Golding John , Kirk Oswald Cumberland,,,or
Lanty Bartholomew ,England,,,Bartholomew
Michleborne Sir Edward,,,,Sir
Corbett Henry,,,,Henry
Wood James , Southampton,,,James
Vyvyan Abel , St Columb Cornwall,,,Abel
White Charles Whiter , Holy Trinity Goodramgate York 2nd,gent  ,m 4 Jun 1832 St Stephen's Coleman St= London= Ann Elizabeth Lawson,Charles
Richardson G G,,,,G
Abbot John ,,,,John
Dicker Abraham,,,,Abraham
Parker John C,,,,John
Shuttleworth George,,,,George
Bartlett Alexander,,,,Alexander
Alderton James,,,,James
Gunter Henry ,,,,Henry
Hayward John , England,,m 1 Jul 1828 St George's= Camberwell= Surrey= Ann Goodson,John
Kirkby Richard ,,,,Richard
Werge John,,,,John
Haviside or Heaviside Thomas , Stokesley Yorks,,,or
Turner Edward ,,,m 22 Jan 1824 St Andrew's Holborn= London= Maria Goldwin Maria Godrey b 12 Feb 1825 Edward Goldwin b 21 Aug 1828,Edward
Urquhart Walter,,,,Walter
Morris Archibald,,,,Archibald
Plenderleath William ,,,,William
Ogilvie John,,,,John
Chillingworth Henry,,,,Henry
Edwards Henry ,,,,Henry
Maxwell James , Drumragh co Tyrone,,,James
Lochner John Christopher ,,,,John
Ribbans Frederick , St Matthew's Ipswich,,,Frederick
McQueen John ,,,,John
Dyke William ,,,,William
Schofield James,,,,James
Martin James,,,,James
Pett Phineas,,,,Phineas
Calder John ,,,m 14 Dec 1786 St Anne's Blackfriars= London John James b 30 Jan 1800,John
Teshmaker John,,,,John
Gilston William , St Mary's Whitechapel London,,,William
Heathorn Joseph L,,,,Joseph
Dowling Walter ,,,,Walter
Williams John,,,,John
Fast John ,England,,,John
Downing Francis , Sicily,,,Francis
Statham Samuel,,,,Samuel
Clarke John Singleton,,,,John
Dixon Dennison Gregson , St Luke's Chelsea Middx,solicitor,,Dennison
Styles Thomas,,,,Thomas
Gladstones Albert , Dublin,,,Albert
Hibbert Joseph,,,,Joseph
Harrington James Eyre,,,,James
Gough Henry,,,,Henry
Lancaster Robert G,,,,Robert
Jameson James ,,,,James
Baker Thomas,,,,Thomas
Murray Anthony , Dollerie Perth,,,Anthony
Pearce Thomas Hall,,,,Thomas
Middleton William,,,,William
Holman Thomas,,,,Thomas
Crawford Peter Roettiers , St James' Clerkenwell London,,,Peter
Webster David,,,,David
Aberdeen Charles Edward,,,,Charles
Beatson Francis,,,,Francis
Foley Edward,,,,Edward
Stocker Henry ,England,,,Henry
Sexton Clement,,,,Clement
Bloome Henry,,,,Henry
Preston John,,,,John
Field George , Lyng Norfolk,,,George
Bembridge Thomas,,,,Thomas
Rugg John Salmon , Detling Kent,,,John
Smith James,,,,James
Lesley Andrew,,,,Andrew
Horlock Francis,,,,Francis
Sutherland William,,,,William
Jacobs Chapman , Manningtree Essex,,,Chapman
Leslie William ,,,,William
Tivell Henry,,,,Henry
Sword Thomas,,,,Thomas
Mossman John,,,,John
Waller Robert W,,,,Robert
Gooch George , Yarmouth Norfolk,,,George
Mayor John,,,,John
Vass Ezekias ,,,,Ezekias
Saunders Richard,,,,Richard
Bayard Robert ,England,,,Robert
Graham James , Stirling Perthshire,,,James
Halhead James ,,,,James
Beveridge Alexander,,,,Alexander
Apsey John,,,,John
McGillivray Thomas , Boleskine & Abertarff pa Inverness,tenant in Trindrum,,Thomas
Foulerton Thomas ,,,,Thomas
Pearson Alexander ,,,,Alexander
Caesar Charles,,,,Charles
Serjeant William,,,,William
Briscoe William,,,,William
Milward John Charles , England,,,John
Morgue Henry,,,,Henry
Stead Bernard,,,,Bernard
Pond Joseph,,,,Joseph
Corney Benjamin,,,,Benjamin
Wood Isaac,,,,Isaac
Darby Thomas,,,,Thomas
Blackman Joseph,,,,Joseph
Crowfoot Edward , Kessingland Suffolk,,,Edward
Montieth Alexander ,,,,Alexander
Hill Joshua,,,,Joshua
Romwale John,,,,John
Coombs William,,,,William
Limbrey Walter,,,,Walter
Dawson Bryan,,,,Bryan
Annesley John,,,,John
Lutyens Samuel,,,,Samuel
Beeding John,,,,John
Daniell Neville ,,,,Neville
Wrench Charles ,,,,Charles
Kinnersly Thomas,,,,Thomas
Maxwell John,,,,John
Cameron Hugh , Monmouth,,,Hugh
Donne Thomas,,,,Thomas
Champion George Rex , St Mary's Whitechapel London,,,George
Misenor Richard,,,,Richard
Mackerell John,,,,John
Graham Patrick,,,,Patrick
Barrow Henry,,,,Henry
Cumming William S,,,,William
Neilson Francis,,,,Francis
Carrol Major,,,,Major
Roberts Peter,,,,Peter
Cunningham John,,,,John
Coates Matthew,,,,Matthew
Bredgate Andrew,,,,Andrew
Osborn George , St Botolph's Aldgate London,,,George
Barnes Richard ,Sheeraess,,,Richard
Boyce John,,,,John
Eilbreck B,,,,B
Reed James ,,,,James
Wishart David,,,,David
Burnett John,,,,John
Johnson Isaac ,,,,Isaac
Chambr James,,,,James
Duce John,,,,John
Wordsworth John , St Mary's Cockermouth Cumberland,,,John
Musgrave Thomas , St Mary's Cambridge,,,Thomas
Taverner Edward,,,,Edward
Hill Alexander,,,,Alexander
Borthwick Alexander,,,,Alexander
Kidd Thomas,,,,Thomas
Stevenson James,,,,James
Warham Ambrose,,,,Ambrose
Minry James,,,,James
Lyons Samuel , Gt Yarmouth Norfolk,,,Samuel
Guise John,,,,John
Cannan James,,,,James
Scrimgeour David,,,,David
Stiles Joseph ,,,,Joseph
Scott John , Brighton,,,John
Brown Robert,,,,Robert
Dumerque C,,,,C
Walker Henry,,,,Henry
Tidyman _?_,,,,_?_
Shepherd or Sheppard Thomas ,,,,or
Crosley Lawrence Taylor ,,,,Lawrence
Yard John,,,,John
Sands Robert,,,,Robert
Cooper Joseph,,,,Joseph
Staines William,,,,William
Elwicke John,,,,John
Guthrie Thomas,,,,Thomas
Bevan Edward,,,,Edward
Corbett Benjamin,,,,Benjamin
Falconer James,,,,James
Shaw William ,,,,William
Carson George,,,,George
Laughlan Samuel,,,,Samuel
Deacon John ,,,,John
Michod Richard , St Margaret's Westminster,, m 3 Feb 1800 St Mary's= Stratford_at_Bow= Middx= Mary Heaton Mary Ellis b 21 Feb 1802,Richard
Lillie George,,,,George
Purden Edward,,,,Edward
Nelson John,,,,John
Hustwick George,,,,George
Boothby Gerrard,,,,Gerrard
Daniel John,,,,John
Gell John,,,,John
Pinnell Joseph,,,,Joseph
Petrie John ,,,,John
Mingay William Groom ,,,,William
Clarke Robert, Heston Middx,,,Robert
Kirkby Samuel,,,,Samuel
Greaves Alexander,,,,Alexander
Norway Edmund , Egloshayle Cornwall,,,Edmund
Biggleston Martin,,,,Martin
Wood Richard ,,,,Richard
Meriton Walter Allen,,,,Walter
Johnson Robert,,,,Robert
Andrews Robert ,,,,Robert
Ferron William jun ,,,,William
West Charles H,,,,Charles
Tilby TM,,,,TM
Thornhurst Thomas,,,,Thomas
Thud Henry,,,,Henry
Mitchelson Thomas,,,,Thomas
Birkett William ,,,,William
Thompson Richard,,,,Richard
Ames John,,,,John
Briggs Richard,,,,Richard
Spurling Thomas,,,,Thomas
Froud George,,,,George
Mackintosh John,,,,John
Trotter John Fordyce ,,,,John
Groome Robert , St Giles Cripplegate London,bricklayer,,Robert
Wier Dickie ,,,,Dickie
Le Huquet Philip,,,,Huquet
Stafford John,,,,John
Sudlow John,,,,John
Hollett William,,,,William
Fewson Thomas,,,,Thomas
De Charrne John,,,,Charrne
Bartlett Joseph,,,,Joseph
Barclay or Barkeley Charles,,,,or
Drummond Adam ,Scotland,,,Adam
Watson George,,,,George
Siddall John,,,,John
Carthew William ,England,,,William
Beadle Samuel,,,,Samuel
Young Charles,,,,Charles
Crabb Richard,,,,Richard
Moore Charles,England,,,Charles
Peyton Walter,,,,Walter
Gravier David,,,,David
Style Roger ,,,,Roger
Ware John,,,,John
Pigou Thomas,,,,Thomas
Morcom William,,,,William
Davenport Richard,,,,Richard
Berry Robert,,,,Robert
Smith Robert , Burlingham St Andrew Norfolk,,,Robert
Slater Gilbert ,,,,Gilbert
Gutter William,,,,William
Gelston William ,,,,William
Mickle William,,,,William
Braund Benjamin ,,,,Benjamin
Crawford John,,,,John
Wilkins James Thomas Hackett , Feathard co Tipperary,esq,,James
Wilson Andrew,,,,Andrew
Corke Daniel,,,,Daniel
Scotland Francis,,,,Francis
Campbell George , St Paul's Covent Garden London,,,George
Sandland John,,,,John
Greenhalgh William ,,,,William
Lee Thomas ,,,,Thomas
Lennox Charles ,England,,,Charles
Huddart Johnson , Allenby Cumberland,,,Johnson
Gardner or Gardiner William ,,,,or
Crouch John James,,,,John
Burnell Joseph,,,,Joseph
Webb William ,,,,William
Syme John,,,,John
Seaman Richard,,,,Richard
Barkley or Barclay John , St George's Middx,mariner,,or
Hutchinson Samuel ,,,,Samuel
Tanner John,,,,John
Walter _?_,,,,_?_
Yolland John,,,,John
Blessey William,,,,William
Adamson Lawrence,,,,Lawrence
Wilkinson Thomas Hutton , Yarm Yorks,,,Thomas
O'Hara Geoffrey,,,,Geoffrey
Dumeny Lewis,,,,Lewis
Johnstone John ,Scotland,,,John
Hudson William , St James's Westminster,,m 24 Dec St James's= Westminster= Maria Glyn= of Bishop Stortford,William
Lindley Joseph,,,,Joseph
Leeds John,,,,John
Fincham John,,,,John
Orrok Walter ,,,,Walter
Turner William,,,,William
Littlejohn Thomas , Stirling,,,Thomas
Lisle John,,,,John
Peterson Hans,,,,Hans
Inverarity James,,,,James
Pemble William,,,,William
Dundas John , Edinburgh,,,John
Frisbee Daniel,,,,Daniel
Baxter James ,,,,James
Downs John,,,,John
Hall Humphrey ,,,,Humphrey
Burgess Thomas ,,,,Thomas
Christopher Henry , Limehouse Stepney London,,m 9 Aug 1798 St Botolph Aldgate= London= Jane Olivia Buddle= of Shadwell Henry John Harrison b 23 Feb 1808,Henry
